"Ukazatel","IndicatorType","Druh PHM","CENPHM","Týdny","CASTPHM","Území","Uz0","Hodnota"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 31. týden 2025","2025-W31","Česko","CZ","34.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 32. týden 2025","2025-W32","Česko","CZ","34.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 33. týden 2025","2025-W33","Česko","CZ","34.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 34. týden 2025","2025-W34","Česko","CZ","34.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 35. týden 2025","2025-W35","Česko","CZ","34.26"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 36. týden 2025","2025-W36","Česko","CZ","34.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 37. týden 2025","2025-W37","Česko","CZ","34.3"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 38. týden 2025","2025-W38","Česko","CZ","34.36"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 39. týden 2025","2025-W39","Česko","CZ","34.36"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 40. týden 2025","2025-W40","Česko","CZ","34.39"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 41. týden 2025","2025-W41","Česko","CZ","34.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 42. týden 2025","2025-W42","Česko","CZ","34.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 43. týden 2025","2025-W43","Česko","CZ","34.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 44. týden 2025","2025-W44","Česko","CZ","34.22"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 45. týden 2025","2025-W45","Česko","CZ","34.46"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 46. týden 2025","2025-W46","Česko","CZ","34.54"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 47. týden 2025","2025-W47","Česko","CZ","34.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 48. týden 2025","2025-W48","Česko","CZ","34.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 49. týden 2025","2025-W49","Česko","CZ","34.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 50. týden 2025","2025-W50","Česko","CZ","34.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 51. týden 2025","2025-W51","Česko","CZ","33.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 52. týden 2025","2025-W52","Česko","CZ","33.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 01. týden 2026","2026-W01","Česko","CZ","33.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 02. týden 2026","2026-W02","Česko","CZ","33.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 03. týden 2026","2026-W03","Česko","CZ","32.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 04. týden 2026","2026-W04","Česko","CZ","32.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 05. týden 2026","2026-W05","Česko","CZ","33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 06. týden 2026","2026-W06","Česko","CZ","33.22"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 02. týden 2025","2025-W02","Česko","CZ","100.5"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 03. týden 2025","2025-W03","Česko","CZ","100.6"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 04. týden 2025","2025-W04","Česko","CZ","101.4"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 05. týden 2025","2025-W05","Česko","CZ","100.8"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 06. týden 2025","2025-W06","Česko","CZ","99.2"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 07. týden 2025","2025-W07","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 08. týden 2025","2025-W08","Česko","CZ","100.2"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 09. týden 2025","2025-W09","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 10. týden 2025","2025-W10","Česko","CZ","99.1"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 11. týden 2025","2025-W11","Česko","CZ","98.4"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 12. týden 2025","2025-W12","Česko","CZ","98.3"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 13. týden 2025","2025-W13","Česko","CZ","99.2"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 14. týden 2025","2025-W14","Česko","CZ","100.3"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 15. týden 2025","2025-W15","Česko","CZ","100.6"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 16. týden 2025","2025-W16","Česko","CZ","98.5"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 17. týden 2025","2025-W17","Česko","CZ","99.3"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 18. týden 2025","2025-W18","Česko","CZ","99.8"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 19. týden 2025","2025-W19","Česko","CZ","99.5"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 20. týden 2025","2025-W20","Česko","CZ","99.6"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 21. týden 2025","2025-W21","Česko","CZ","100.1"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 22. týden 2025","2025-W22","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 23. týden 2025","2025-W23","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 24. týden 2025","2025-W24","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 25. týden 2025","2025-W25","Česko","CZ","100.2"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 26. týden 2025","2025-W26","Česko","CZ","102.7"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 27. týden 2025","2025-W27","Česko","CZ","100.1"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 28. týden 2025","2025-W28","Česko","CZ","99.5"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 29. týden 2025","2025-W29","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 30. týden 2025","2025-W30","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 31. týden 2025","2025-W31","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 32. týden 2025","2025-W32","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 33. týden 2025","2025-W33","Česko","CZ","99.6"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 34. týden 2025","2025-W34","Česko","CZ","99.7"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 35. týden 2025","2025-W35","Česko","CZ","99.5"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 36. týden 2025","2025-W36","Česko","CZ","99.8"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 37. týden 2025","2025-W37","Česko","CZ","100.3"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 38. týden 2025","2025-W38","Česko","CZ","100.2"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 39. týden 2025","2025-W39","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 40. týden 2025","2025-W40","Česko","CZ","100.1"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 41. týden 2025","2025-W41","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 42. týden 2025","2025-W42","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 43. týden 2025","2025-W43","Česko","CZ","99.6"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 44. týden 2025","2025-W44","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 45. týden 2025","2025-W45","Česko","CZ","100.7"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 46. týden 2025","2025-W46","Česko","CZ","100.2"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 47. týden 2025","2025-W47","Česko","CZ","100.5"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 48. týden 2025","2025-W48","Česko","CZ","100.6"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 49. týden 2025","2025-W49","Česko","CZ","99.2"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 50. týden 2025","2025-W50","Česko","CZ","99.1"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 51. týden 2025","2025-W51","Česko","CZ","98.8"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 52. týden 2025","2025-W52","Česko","CZ","98.3"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 01. týden 2026","2026-W01","Česko","CZ","99.8"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 02. týden 2026","2026-W02","Česko","CZ","99.4"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 03. týden 2026","2026-W03","Česko","CZ","99.5"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 04. týden 2026","2026-W04","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 05. týden 2026","2026-W05","Česko","CZ","100.4"
"Index cen pohonných hmot (%)","6621TI","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 06. týden 2026","2026-W06","Česko","CZ","100.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 01. týden 2016","2016-W01","Česko","CZ","27.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 02. týden 2016","2016-W02","Česko","CZ","27.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2016","2016-W03","Česko","CZ","27.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2016","2016-W04","Česko","CZ","26.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2016","2016-W05","Česko","CZ","26.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2016","2016-W06","Česko","CZ","25.73"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 07. týden 2016","2016-W07","Česko","CZ","25.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 08. týden 2016","2016-W08","Česko","CZ","25.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 09. týden 2016","2016-W09","Česko","CZ","24.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 10. týden 2016","2016-W10","Česko","CZ","25.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 11. týden 2016","2016-W11","Česko","CZ","25.54"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 14. týden 2016","2016-W14","Česko","CZ","25.93"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 15. týden 2016","2016-W15","Česko","CZ","25.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 16. týden 2016","2016-W16","Česko","CZ","25.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 17. týden 2016","2016-W17","Česko","CZ","26.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 18. týden 2016","2016-W18","Česko","CZ","26.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 19. týden 2016","2016-W19","Česko","CZ","26.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 20. týden 2016","2016-W20","Česko","CZ","26.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 21. týden 2016","2016-W21","Česko","CZ","27.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 22. týden 2016","2016-W22","Česko","CZ","27.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 23. týden 2016","2016-W23","Česko","CZ","28.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 24. týden 2016","2016-W24","Česko","CZ","28.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 25. týden 2016","2016-W25","Česko","CZ","28.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 26. týden 2016","2016-W26","Česko","CZ","28.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 28. týden 2016","2016-W28","Česko","CZ","28.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 29. týden 2016","2016-W29","Česko","CZ","28.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 30. týden 2016","2016-W30","Česko","CZ","28.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 31. týden 2016","2016-W31","Česko","CZ","27.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 32. týden 2016","2016-W32","Česko","CZ","27.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 33. týden 2016","2016-W33","Česko","CZ","27.39"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 34. týden 2016","2016-W34","Česko","CZ","27.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 35. týden 2016","2016-W35","Česko","CZ","27.71"
